"Latest: Time (min)","Latest: Potential (mV)"
0,3.27010528564
0.00833333333333,3.27263671875
0.0166666666667,3.27364929199
0.025,3.27263671875
0.0333333333333,3.27466186523
0.0416666666667,3.27364929199
0.05,3.27466186523
0.0583333333333,3.27415557861
0.0666666666667,3.27314300537
0.075,3.27314300537
0.0833333333333,3.27466186523
0.0916666666667,3.27314300537
0.1,3.27415557861
0.108333333333,3.27314300537
0.116666666667,3.27314300537
0.125,3.27213043213
0.133333333333,3.27111785889
0.141666666667,3.27111785889
0.15,3.27010528564
0.158333333333,3.27364929199
0.166666666667,3.27010528564
0.175,3.27111785889
0.183333333333,3.27567443848
0.191666666667,3.27314300537
0.2,3.27213043213
0.208333333333,3.27213043213
0.216666666667,3.27213043213
0.225,3.27213043213
0.233333333333,3.26808013916
0.241666666667,3.27010528564
0.25,3.27213043213
0.258333333333,3.27213043213
0.266666666667,3.27010528564
0.275,3.27010528564
0.283333333333,3.27314300537
0.291666666667,3.27010528564
0.3,3.27111785889
0.308333333333,3.27010528564
0.316666666667,3.27314300537
0.325,3.27111785889
0.333333333333,3.27010528564
0.341666666667,3.2690927124
0.35,3.2690927124
0.358333333333,3.27010528564
0.366666666667,3.27010528564
0.375,3.27111785889
0.383333333333,3.27111785889
0.391666666667,3.27314300537
0.4,3.27213043213
0.408333333333,3.27668701172
0.416666666667,3.27364929199
0.425,3.27466186523
0.433333333333,3.27567443848
0.441666666667,3.28073730469
0.45,3.31313964844
0.458333333333,3.40022094727
0.466666666667,3.50350341797
0.475,3.54046234131
0.483333333333,3.50400970459
0.491666666667,3.43768615723
0.5,3.38047576904
0.508333333333,3.33541625977
0.516666666667,3.31516479492
0.525,3.2979510498
0.533333333333,3.28883789062
0.541666666667,3.28073730469
0.55,3.27972473145
0.558333333333,3.27769958496
0.566666666667,3.27415557861
0.575,3.27668701172
0.583333333333,3.27567443848
0.591666666667,3.27213043213
0.6,3.27567443848
0.608333333333,3.27668701172
0.616666666667,3.27769958496
0.625,3.27314300537
0.633333333333,3.27668701172
0.641666666667,3.27769958496
0.65,6.74424407959
0.658333333333,14.8164779663
0.666666666667,20.9106500244
0.675,24.3002389526
0.683333333333,25.1999102783
0.691666666667,24.8885440063
0.7,23.9559640503
0.708333333333,22.7277127075
0.716666666667,21.3870657349
0.725,20.0023718262
0.733333333333,18.6176779175
0.741666666667,17.2537417603
0.75,15.8072808838
0.758333333333,14.5618157959
0.766666666667,13.2991369629
0.775,12.0886056519
0.783333333333,10.9398413086
0.791666666667,9.9439755249
0.8,8.8711541748
0.808333333333,7.96895141602
0.816666666667,7.17205627441
0.825,6.48097503662
0.833333333333,5.92203460693
0.841666666667,5.44004974365
0.85,5.05425933838
0.858333333333,4.74289306641
0.866666666667,4.49835662842
0.875,4.32419403076
0.883333333333,4.17939605713
0.891666666667,4.065987854
0.9,3.97384368896
0.908333333333,3.90296356201
0.916666666667,3.84220916748
0.925,3.78803649902
0.933333333333,3.74398956299
0.941666666667,3.70551177979
0.95,3.67361572266
0.958333333333,3.64526367188
0.966666666667,3.6219744873
0.975,3.59868530273
0.983333333333,3.58197784424
0.991666666667,3.5642578125
1,3.55008178711
1.00833333333,3.53489318848
1.01666666667,3.5257800293
1.025,3.50957885742
1.03333333333,3.499453125
1.04166666667,3.49033996582
1.05,3.48173309326
1.05833333333,3.47616394043
1.06666666667,3.4705947876
1.075,3.45844390869
1.08333333333,3.45236846924
1.09166666667,3.44781188965
1.1,3.43971130371
1.10833333333,3.43566101074
1.11666666667,3.43009185791
1.125,3.42553527832
1.13333333333,3.41692840576
1.14166666667,3.4154095459
1.15,3.41034667969
1.15833333333,3.40477752686
1.16666666667,3.40325866699
1.175,3.39667694092
1.18333333333,3.39667694092
1.19166666667,3.39060150146
1.2,3.3890826416
1.20833333333,3.38705749512
1.21666666667,3.38503234863
1.225,3.3794631958
1.23333333333,3.3794631958
1.24166666667,3.3769317627
1.25,3.37591918945
1.25833333333,3.37338775635
1.26666666667,3.36832489014
1.275,3.36933746338
1.28333333333,3.36579345703
1.29166666667,3.36731231689
1.3,3.35971801758
1.30833333333,3.36174316406
1.31666666667,3.36073059082
1.325,3.35465515137
1.33333333333,3.35617401123
1.34166666667,3.35263000488
1.35,3.35364257813
1.35833333333,3.3506048584
1.36666666667,3.34807342529
1.375,3.3506048584
1.38333333333,3.34807342529
1.39166666667,3.34706085205
1.4,3.34402313232
1.40833333333,3.34402313232
1.41666666667,3.34301055908
1.425,3.34301055908
1.43333333333,3.34503570557
1.44166666667,3.3409854126
1.45,3.3409854126
1.45833333333,3.33997283936
1.46666666667,3.33744140625
1.475,3.33440368652
1.48333333333,3.33541625977
1.49166666667,3.33288482666
1.5,3.33541625977
1.50833333333,3.33642883301
1.51666666667,3.33744140625
1.525,3.33440368652
1.53333333333,3.33187225342
1.54166666667,3.33085968018
1.55,3.3338973999
1.55833333333,3.33085968018
1.56666666667,3.32731567383
1.575,3.32832824707
1.58333333333,3.32731567383
1.59166666667,3.32630310059
1.6,3.32731567383
1.60833333333,3.32630310059
1.61666666667,3.32984710693
1.625,3.32731567383
1.63333333333,3.32731567383
1.64166666667,3.32275909424
1.65,3.32073394775
1.65833333333,3.32326538086
1.66666666667,3.32275909424
1.675,3.32326538086
1.68333333333,3.31972137451
1.69166666667,3.321746521
1.7,3.32073394775
1.70833333333,3.32073394775
1.71666666667,3.31972137451
1.725,3.32073394775
1.73333333333,3.31972137451
1.74166666667,3.31668365479
1.75,3.31415222168
1.75833333333,3.3121270752
1.76666666667,3.31415222168
1.775,3.31313964844
1.78333333333,3.31313964844
1.79166666667,3.31516479492
1.8,3.31415222168
1.80833333333,3.31415222168
1.81666666667,3.31313964844
1.825,3.31516479492
1.83333333333,3.30959564209
1.84166666667,3.3121270752
1.85,3.3121270752
1.85833333333,3.3121270752
1.86666666667,3.30959564209
1.875,3.31060821533
1.88333333333,3.30959564209
1.89166666667,3.31313964844
1.9,3.31313964844
1.90833333333,3.31415222168
1.91666666667,3.3121270752
1.925,3.30858306885
1.93333333333,3.3050390625
1.94166666667,3.30757049561
1.95,3.30959564209
1.95833333333,3.30858306885
1.96666666667,3.31010192871
1.975,3.31010192871
1.98333333333,3.31111450195
1.99166666667,3.31111450195
2,3.30554534912
2.00833333333,3.30858306885
2.01666666667,3.31060821533
2.025,3.30757049561
2.03333333333,3.30858306885
2.04166666667,3.30858306885
2.05,3.30655792236
2.05833333333,3.30757049561
2.06666666667,3.30655792236
2.075,3.30453277588
2.08333333333,3.30655792236
2.09166666667,3.30757049561
2.1,3.30655792236
2.10833333333,3.30402648926
2.11666666667,3.30554534912
2.125,3.29997619629
2.13333333333,3.29896362305
2.14166666667,3.30200134277
2.15,3.30301391602
2.15833333333,3.30098876953
2.16666666667,3.30098876953
2.175,3.30301391602
2.18333333333,3.30655792236
2.19166666667,3.29997619629
2.2,3.30402648926
2.20833333333,3.30402648926
2.21666666667,3.30554534912
2.225,3.3050390625
2.23333333333,3.30402648926
2.24166666667,3.30453277588
2.25,3.30655792236
2.25833333333,3.30959564209
2.26666666667,3.30959564209
2.275,3.31060821533
2.28333333333,3.3121270752
2.29166666667,3.31060821533
2.3,3.30959564209
2.30833333333,3.3121270752
2.31666666667,3.31060821533
2.325,3.31111450195
2.33333333333,3.31415222168
2.34166666667,3.31313964844
2.35,3.31617736816
2.35833333333,3.31870880127
2.36666666667,3.31769622803
2.375,3.31870880127
2.38333333333,3.321746521
2.39166666667,3.31870880127
2.4,3.31769622803
2.40833333333,3.31870880127
2.41666666667,3.32073394775
2.425,3.321746521
2.43333333333,3.31870880127
2.44166666667,3.31769622803
2.45,3.321746521
