"Latest: Time (min)","Latest: Potential (mV)"
0,3.26352355957
0.00833333333333,3.26352355957
0.0166666666667,3.26251098633
0.025,3.26251098633
0.0333333333333,3.26099212646
0.0416666666667,3.26251098633
0.05,3.26149841309
0.0583333333333,3.26200469971
0.0666666666667,3.26251098633
0.075,3.26453613281
0.0833333333333,3.26453613281
0.0916666666667,3.26251098633
0.1,3.26352355957
0.108333333333,3.26251098633
0.116666666667,3.26149841309
0.125,3.25997955322
0.133333333333,3.26149841309
0.141666666667,3.26149841309
0.15,3.25997955322
0.158333333333,3.26099212646
0.166666666667,3.26149841309
0.175,3.25795440674
0.183333333333,3.25896697998
0.191666666667,3.25795440674
0.2,3.25896697998
0.208333333333,3.25896697998
0.216666666667,3.25997955322
0.225,3.26099212646
0.233333333333,3.26099212646
0.241666666667,3.26099212646
0.25,3.25896697998
0.258333333333,3.25795440674
0.266666666667,3.26099212646
0.275,3.25896697998
0.283333333333,3.26099212646
0.291666666667,3.25896697998
0.3,3.25896697998
0.308333333333,3.26099212646
0.316666666667,3.26251098633
0.325,3.25795440674
0.333333333333,3.26099212646
0.341666666667,3.25896697998
0.35,3.25795440674
0.358333333333,3.26149841309
0.366666666667,3.26149841309
0.375,3.26099212646
0.383333333333,3.26251098633
0.391666666667,3.26149841309
0.4,3.26099212646
0.408333333333,3.26554870605
0.416666666667,3.28985046387
0.425,3.37237518311
0.433333333333,3.50957885742
0.441666666667,3.60729217529
0.45,3.59412872314
0.458333333333,3.51919830322
0.466666666667,3.44021759033
0.475,3.37591918945
0.483333333333,3.32630310059
0.491666666667,3.29997619629
0.5,3.28731903076
0.508333333333,3.27972473145
0.516666666667,3.27314300537
0.525,3.2665612793
0.533333333333,3.26808013916
0.541666666667,3.26554870605
0.55,3.26453613281
0.558333333333,3.25997955322
0.566666666667,3.26453613281
0.575,3.2665612793
0.583333333333,3.2665612793
0.591666666667,3.26808013916
0.6,3.26554870605
0.608333333333,3.26251098633
0.616666666667,3.26453613281
0.625,3.26352355957
0.633333333333,3.26352355957
0.641666666667,3.26453613281
0.65,3.26706756592
0.658333333333,3.26808013916
0.666666666667,3.26605499268
0.675,3.26554870605
0.683333333333,3.26808013916
0.691666666667,3.26706756592
0.7,3.26251098633
0.708333333333,3.26453613281
0.716666666667,3.2665612793
0.725,3.26554870605
0.733333333333,3.26757385254
0.741666666667,3.26352355957
0.75,3.26453613281
0.758333333333,3.2665612793
0.766666666667,3.26554870605
0.775,3.26554870605
0.783333333333,3.26453613281
0.791666666667,3.26554870605
0.8,3.2665612793
0.808333333333,3.26554870605
0.816666666667,3.26352355957
0.825,3.26554870605
0.833333333333,3.26352355957
0.841666666667,3.26453613281
0.85,3.26554870605
0.858333333333,3.26251098633
0.866666666667,3.26453613281
0.875,3.26352355957
0.883333333333,3.26706756592
0.891666666667,3.2665612793
0.9,3.26352355957
0.908333333333,3.26706756592
0.916666666667,3.26453613281
0.925,3.26149841309
0.933333333333,3.2665612793
0.941666666667,3.26706756592
0.95,3.26554870605
0.958333333333,3.26605499268
0.966666666667,3.26605499268
0.975,3.26554870605
0.983333333333,3.26352355957
0.991666666667,3.26554870605
1,3.26251098633
1.00833333333,3.26554870605
1.01666666667,3.26453613281
1.025,3.26757385254
1.03333333333,3.26453613281
1.04166666667,3.26453613281
1.05,3.26453613281
1.05833333333,3.26453613281
1.06666666667,3.26453613281
1.075,3.26453613281
1.08333333333,3.2665612793
1.09166666667,3.36376831055
1.1,4.43203308105
1.10833333333,7.62619537354
1.11666666667,11.3418328857
1.125,14.0276834106
1.13333333333,15.1744226074
1.14166666667,15.3323840332
1.15,14.9420370483
1.15833333333,14.2828518677
1.16666666667,13.4960824585
1.175,12.657671814
1.18333333333,11.8359686279
1.19166666667,10.9889511108
1.2,10.157628479
1.20833333333,9.32782470703
1.21666666667,8.59117767334
1.225,7.86566894531
1.23333333333,7.18775115967
1.24166666667,6.56349975586
1.25,5.9979776001
1.25833333333,5.4795401001
1.26666666667,5.04615875244
1.275,4.6755569458
1.28333333333,4.37026611328
1.29166666667,4.11914794922
1.3,3.92068359375
1.30833333333,3.76626617432
1.31666666667,3.65488311768
1.325,3.56476409912
1.33333333333,3.49793426514
1.34166666667,3.44882446289
1.35,3.41439697266
1.35833333333,3.38604492187
1.36666666667,3.36579345703
1.375,3.34959228516
1.38333333333,3.33541625977
1.39166666667,3.32984710693
1.4,3.31972137451
1.40833333333,3.3121270752
1.41666666667,3.30757049561
1.425,3.30200134277
1.43333333333,3.29997619629
1.44166666667,3.29187561035
1.45,3.29187561035
1.45833333333,3.28782531738
1.46666666667,3.28630645752
1.475,3.28326873779
1.48333333333,3.28073730469
1.49166666667,3.28073730469
1.5,3.27972473145
1.50833333333,3.27972473145
1.51666666667,3.27668701172
1.525,3.27466186523
1.53333333333,3.27567443848
1.54166666667,3.27567443848
1.55,3.27415557861
1.55833333333,3.27668701172
1.56666666667,3.2787121582
1.575,3.27769958496
1.58333333333,3.27668701172
1.59166666667,3.27668701172
1.6,3.27567443848
1.60833333333,3.27111785889
1.61666666667,3.27314300537
1.625,3.26808013916
1.63333333333,3.27010528564
1.64166666667,3.2690927124
1.65,3.27010528564
1.65833333333,3.26706756592
1.66666666667,3.27111785889
1.675,3.27010528564
1.68333333333,3.27010528564
1.69166666667,3.26706756592
1.7,3.26605499268
1.70833333333,3.27010528564
1.71666666667,3.26706756592
1.725,3.26605499268
1.73333333333,3.2690927124
1.74166666667,3.2690927124
1.75,3.27111785889
1.75833333333,3.2690927124
1.76666666667,3.27314300537
1.775,3.27010528564
1.78333333333,3.2690927124
1.79166666667,3.26808013916
1.8,3.26808013916
1.80833333333,3.27010528564
1.81666666667,3.2690927124
1.825,3.27010528564
1.83333333333,3.2665612793
1.84166666667,3.26453613281
1.85,3.26808013916
1.85833333333,3.27010528564
1.86666666667,3.27213043213
1.875,3.27314300537
1.88333333333,3.27314300537
1.89166666667,3.27668701172
1.9,3.27769958496
1.90833333333,3.27769958496
1.91666666667,3.27972473145
1.925,3.2787121582
1.93333333333,3.27972473145
1.94166666667,3.28326873779
1.95,3.2787121582
1.95833333333,3.27769958496
1.96666666667,3.27466186523
1.975,3.27213043213
1.98333333333,3.27111785889
1.99166666667,3.27213043213
2,3.27111785889
2.00833333333,3.27213043213
2.01666666667,3.27010528564
2.025,3.27010528564
2.03333333333,3.2690927124
2.04166666667,3.2690927124
2.05,3.26453613281
2.05833333333,3.26453613281
2.06666666667,3.26453613281
2.075,3.26453613281
2.08333333333,3.26149841309
2.09166666667,3.26453613281
2.1,3.26352355957
2.10833333333,3.26352355957
2.11666666667,3.26251098633
2.125,3.26251098633
2.13333333333,3.26099212646
2.14166666667,3.26149841309
2.15,3.26251098633
2.15833333333,3.26149841309
2.16666666667,3.26048583984
2.175,3.26149841309
2.18333333333,3.26706756592
2.19166666667,3.26453613281
2.2,3.26605499268
2.20833333333,3.26149841309
2.21666666667,3.26149841309
2.225,3.26251098633
2.23333333333,3.26554870605
2.24166666667,3.26554870605
2.25,3.26352355957
2.25833333333,3.2665612793
2.26666666667,3.26251098633
2.275,3.26251098633
2.28333333333,3.26352355957
2.29166666667,3.26149841309
2.3,3.26149841309
2.30833333333,3.26352355957
2.31666666667,3.2665612793
2.325,3.26149841309
2.33333333333,3.26554870605
2.34166666667,3.2665612793
2.35,3.26706756592
2.35833333333,3.26706756592
2.36666666667,3.26554870605
2.375,3.26352355957
2.38333333333,3.26099212646
2.39166666667,3.26251098633
2.4,3.26352355957
2.40833333333,3.26251098633
2.41666666667,3.26251098633
2.425,3.26554870605
2.43333333333,3.26453613281
2.44166666667,3.26706756592
2.45,3.26453613281
2.45833333333,3.26554870605
2.46666666667,3.26554870605
2.475,3.26706756592
2.48333333333,3.2665612793
2.49166666667,3.26554870605
2.5,3.26808013916
2.50833333333,3.26554870605
2.51666666667,3.26453613281
2.525,3.26554870605
2.53333333333,3.26605499268
2.54166666667,3.26605499268
2.55,3.26706756592
2.55833333333,3.2665612793
2.56666666667,3.26453613281
2.575,3.26352355957
2.58333333333,3.26554870605
2.59166666667,3.2665612793
2.6,3.26706756592
2.60833333333,3.26554870605
2.61666666667,3.26554870605
2.625,3.26352355957
2.63333333333,3.26453613281
2.64166666667,3.26453613281
2.65,3.26554870605
2.65833333333,3.2665612793
2.66666666667,3.26554870605
2.675,3.26554870605
2.68333333333,3.26554870605
2.69166666667,3.26554870605
2.7,3.26554870605
2.70833333333,3.26453613281
2.71666666667,3.26453613281
2.725,3.26352355957
2.73333333333,3.26251098633
2.74166666667,3.26251098633
2.75,3.26251098633
2.75833333333,3.26200469971
2.76666666667,3.26453613281
2.775,3.26251098633
2.78333333333,3.26554870605
2.79166666667,3.26251098633
2.8,3.26149841309
2.80833333333,3.26149841309
2.81666666667,3.26706756592
2.825,3.26453613281
2.83333333333,3.26352355957
2.84166666667,3.26251098633
2.85,3.26453613281
2.85833333333,3.26554870605
2.86666666667,3.26352355957
2.875,3.2690927124
2.88333333333,3.26808013916
2.89166666667,3.27010528564
2.9,3.26605499268
2.90833333333,3.26554870605
2.91666666667,3.26554870605
2.925,3.26251098633
2.93333333333,3.26352355957
2.94166666667,3.26200469971
2.95,3.26453613281
2.95833333333,3.26251098633
2.96666666667,3.26251098633
2.975,3.26352355957
2.98333333333,3.26251098633
2.99166666667,3.26352355957
3,3.26554870605
