"Latest: Time (min)","Latest: Potential (mV)"
0,3.27415557861
0.00833333333333,3.27111785889
0.0166666666667,3.26808013916
0.025,3.2690927124
0.0333333333333,3.27111785889
0.0416666666667,3.26706756592
0.05,3.26808013916
0.0583333333333,3.26808013916
0.0666666666667,3.27010528564
0.075,3.27111785889
0.0833333333333,3.27111785889
0.0916666666667,3.27314300537
0.1,3.27213043213
0.108333333333,3.27111785889
0.116666666667,3.27010528564
0.125,3.27111785889
0.133333333333,3.27111785889
0.141666666667,3.27010528564
0.15,3.2690927124
0.158333333333,3.27111785889
0.166666666667,3.2690927124
0.175,3.27111785889
0.183333333333,3.27111785889
0.191666666667,3.27263671875
0.2,3.27213043213
0.208333333333,3.27010528564
0.216666666667,3.27213043213
0.225,3.27111785889
0.233333333333,3.27010528564
0.241666666667,3.27213043213
0.25,3.2690927124
0.258333333333,3.27111785889
0.266666666667,3.27111785889
0.275,3.27111785889
0.283333333333,3.27010528564
0.291666666667,3.27010528564
0.3,3.26808013916
0.308333333333,3.27010528564
0.316666666667,3.27111785889
0.325,3.27111785889
0.333333333333,3.2690927124
0.341666666667,3.27111785889
0.35,3.27010528564
0.358333333333,3.27010528564
0.366666666667,3.27010528564
0.375,3.27111785889
0.383333333333,3.27213043213
0.391666666667,3.26808013916
0.4,3.27010528564
0.408333333333,3.27668701172
0.416666666667,3.3050390625
0.425,3.36174316406
0.433333333333,3.44781188965
0.441666666667,3.48628967285
0.45,3.45996276855
0.458333333333,3.40933410645
0.466666666667,3.38807006836
0.475,3.32984710693
0.483333333333,3.30655792236
0.491666666667,3.29896362305
0.5,3.28428131104
0.508333333333,3.27769958496
0.516666666667,3.27466186523
0.525,3.27213043213
0.533333333333,3.27111785889
0.541666666667,3.27111785889
0.55,3.27111785889
0.558333333333,3.27010528564
0.566666666667,3.27010528564
0.575,3.27111785889
0.583333333333,3.27111785889
0.591666666667,3.27010528564
0.6,3.27213043213
0.608333333333,3.27314300537
0.616666666667,3.27213043213
0.625,3.27466186523
0.633333333333,3.27213043213
0.641666666667,3.27213043213
0.65,3.27010528564
0.658333333333,3.27111785889
0.666666666667,3.27213043213
0.675,3.27111785889
0.683333333333,3.27213043213
0.691666666667,3.27415557861
0.7,3.27567443848
0.708333333333,3.27466186523
0.716666666667,3.27010528564
0.725,3.2690927124
0.733333333333,4.53025268555
0.741666666667,8.76736541748
0.75,12.5341378784
0.758333333333,14.5815609741
0.766666666667,15.0898727417
0.775,14.7091452026
0.783333333333,13.8514956665
0.791666666667,12.7401965332
0.8,11.6086459351
0.808333333333,10.4811456299
0.816666666667,9.39718597412
0.825,8.37499328613
0.833333333333,7.47532196045
0.841666666667,6.63488616943
0.85,5.89874542236
0.858333333333,5.28563232422
0.866666666667,4.78491485596
0.875,4.36722839355
0.883333333333,4.08826446533
0.891666666667,3.87663665771
0.9,3.72880096436
0.908333333333,3.62045562744
0.916666666667,3.54046234131
0.925,3.48527709961
0.933333333333,3.44629302979
0.941666666667,3.4154095459
0.95,3.39161407471
0.958333333333,3.37794433594
0.966666666667,3.36073059082
0.975,3.34959228516
0.983333333333,3.33946655273
0.991666666667,3.33187225342
1,3.32529052734
1.00833333333,3.32326538086
1.01666666667,3.31567108154
1.025,3.31313964844
